date,rating,comment,category
5-Jan-24,Rated 1 stars out of five stars,"Auto HDR is now a feature when viewing pictures in this app with the latest Android and Samsung operating systems. There appears to be no way to turn this off. In the last version this did not occur. It is VERY distracting to see the colors and brightness of a photo completely change while looking through your pictures, and never for the better. Please allow us to turn this feature off.",
5-Jan-24,Rated 2 stars out of five stars,"It is a fairly good program but there are a couple of things that really bugs me: - it keeps backing up my screenshots even though I have nothing ticked in the backup settings = just the camera roll should be backed up - looking at my photos in Google photos on my phone, I can't delete a picture from Google photos, without also deleting it from my device. - face recognition, it is not possible to tell the app that that this is person A not B. Edit- suggested solutions are not within the app :/",
5-Jan-24,Rated 1 stars out of five stars,"When I moved my photos to Archive, it deleted all of my folders that helped organize the Messages, Camera, Screenshots, and Videos. It says that I have a total of 2 photos when I have over 100. When I try to delete some photos, in les than 30 minutes they will appear again. When my storage space was full, I pressed the free up space button in utilities and it deleted the rest of my photos. Please fix this. Overall I hate this app. But it is the only app I have to store photos, videos, ect.",
5-Jan-24,Rated 2 stars out of five stars,"An okay app but deliberately uses underhanded tactics to push unwanted features. Best example is the backup feature. Turning off automatic backup means receiving reminders to backup regularly. If you decline the backup a second screen pops up repeating the offer; accidentally hitting the wrong button commences the backup with no way to cancel. To undo the action one must log on with a computer and delete items individually (no ""select all"" present). Sketchy practices from a sketchy company.",
5-Jan-24,Rated 1 stars out of five stars,"Really annoying app, first, what dictates a photo being in the ""Photos' section and not the Library? Feels random and I don't feel in control of it. Second, when I turn off backup I did it because I wanted to, why keep asking to turn it on? Then when I say I don't want to back up, it then prompts again to back up manually with a load of images pre-selected, I'm pretty sure I said no?! Nowwhere in settings to stop this. Pretty infuriating.",
5-Jan-24,Rated 1 stars out of five stars,I was really disappointed when I found out tagging is not allowed. This feature is really basic and all other apps have that. We have a lot of images and we need to find them fast. That's what tagging is for. Not a lot of time is spent on making the app. It's just made for money. :( Update: you cannot even email any photos by tapping share. It's getting worse. Update: you can't even copy a photo easily on this app. Very unorganized! Getting worse! It deletes your photos without permission. 😭,
5-Jan-24,Rated 2 stars out of five stars,"Buggy and intrusive. If you only want some photos backed up, forget about it. Even with cloud backups disabled, Photos will still crawl through every folder on your phone to find photos, then back them up to the cloud without your permission. There is no way to disable this. For Google Home devices, photo frame capabilities are very problematic. Albums will refuse to update when more photos are added. Newer albums won't even show up as selectable.",
5-Jan-24,Rated 3 stars out of five stars,"The app is ok, but the search capabilities are very limited, coming from Google. Advanced users should be able to create more capable searches, such as finding pictures taken by camera X or Y, or finding pictures that are in the intersection of 2 albums, or searching the difference between albums, finding pictures that count towards your quota vs not, filter by backup quality... These are a handful of examples that I've needed in the past",
5-Jan-24,Rated 2 stars out of five stars,"I had initially rated the app 5/5 in 2021 when all I did was view photos quickly. Now even with a premium membership for storage, the features I have access to is very very limited. The edit functionality takes ages to download the video and render it. The inshot Integration is an epic fail. I feel like I'm not using a tested product. I'm a PM myself and these are basics before a release! Please don't make features available only on paid services and not try the user journey yourself once.",
5-Jan-24,Rated 1 stars out of five stars,"Absolute garbage, takes forever to load photos doesn't properly display folders, doesn't allow for a streamline view, instead you have to scroll forever because some garbage feature that clusters by date which you cannot seem to change in settings. I cannot believe this is the default gallery for this damn phone. Absolutely horrendous app, constantly prompting you to pay for more storage when what it offers at a baseline is God awful. Would not recommend, would never recommend.",
5-Jan-24,Rated 1 stars out of five stars,"I have Google One subscription. When I open my photo from the Google photo and choose magic eraser, it will give a loading page for about 3 seconds, and then the app is closed. This is disappointing, as the core feature that I want to try after purchasing the Google One subscription is the magic eraser feature from the Google Photo. Please fix it.",
5-Jan-24,Rated 2 stars out of five stars,"Can't believe you guys got rid of one of the most useful features of the app - the map. It was super easy to find a photo if you knew where it was taken, by looking at the map and picking it out from the location. Not surprising though, Google always kills off the most useful features. It's like you get pleasure from it. You guys were cool when you had the ""Don't Be Evil"" motto.",
5-Jan-24,Rated 1 stars out of five stars,"This app is absolute trash. When I download a photo, it gets thrown into a random folder. I download photos several times thinking it didn't work. No, this trash app put them in a folder and not the main album. The memories tab is also useless and shouldn't be forced. I don't care about several random Facebook photos from five years ago being spotlit for no reason other than the date. Also, transparent PNGs end up in a weird black box instead of transparent. Don't respond.",
5-Jan-24,Rated 5 stars out of five stars,This is one of the best apps for photos. Live album is too good. It recognizes photos from the camera store and organises in the album without an error. I have my kids album and anytime i click a new photo it is able to to select her pic and add to album. Update : One more feature should be added. It should segregate photos which are not part of any album. It will be easier to clear clutter.,
5-Jan-24,Rated 3 stars out of five stars,"I like it; sharing is good. BUT I wish Google allowed more storage. You can fill 15GB pretty fast. I also wish Photos didn't keep trying to ""back up"" EVERYTHING from my phone! I want photos on my phone's SD card kept separate from the few I manually upload to Photos. Worse, if you use Photos to delete a photo on the phone, it doesn't go into (restorable) phone trash but a weird Photos deleted folder. And DON'T hit the ""eject SD card"" button in Photos! Just use a homescreen shortcut not the app.",
5-Jan-24,Rated 1 stars out of five stars,Updates make experience continuously worse. Live photos don't function properly and can no longer be shared or saved as videos even if uploaded correctly. Detection faulty and still cant search based on where the photo was uploaded from so devices and folder all become jumbled. Also belives screenshots are taken by the camera so if automatic backup is turned on all screenshots are uploaded.,
5-Jan-24,Rated 1 stars out of five stars,"This app had the potential to be the best photo and photo storage app on the market but as per usual Google built a minimally viable product and then gave up. Gripes? You can't search albums when adding photos to them, making this app useless for anyone with 50 or more albums. Which is anyone that's had a phone for 5 years or more. So basically everyone. There are numerous other features missing like embedded albums for organization (folder structure), private cloud folders, etc.",
5-Jan-24,Rated 1 stars out of five stars,"So Disappointed. I bought the Pixel 8 Pro on 1/4 - a switch from Samsung that I was nervous about. I have kids and taking group photos is a nightmare! I thought the ""best take"" was a cool idea. I have yet to be able to use this feature or the ""magic editor."" The app just crashes. I have tried every troubleshoot the internet provides without a fix. I contacted Google - they don't monitor that email. I posted in the ""community."" No response. I paid $1000 for a phone for these broken features. ):",
5-Jan-24,Rated 5 stars out of five stars,"This app is the best way for me and my partner and my family to keep our photos together, given there are so many, and also allow us to show each other what we've been up to. The editing features are self-explanatory and fun to use, without being too advanced - although I'm sure they could be advanced but I'm not fully aware of how to use that particular part of it. I love this app because it allows me to look at photos across devices, it's simple to use and really just the perfect photo app.",
5-Jan-24,Rated 1 stars out of five stars,"Can't stop the backup of screenshots, which is extremely annoying. No longer shows as a deselectable folder in the Backup folders menu. Note: the response from Google in no way addresses this issue specifically. It automatically backs up everything in both Camera and Screenshot folders, without listing the screenshot folder in the folder options menu that is mentioned below.",
5-Jan-24,Rated 3 stars out of five stars,love the app but it's extremely annoying that I am now getting spam messages in photos app...yall need to get that locked down...it's an app for photos not spam. there should be settings where we csn turn sharing all the way off so we don't have to receive random messages like that. I have everything turned off and I still get them. I don't like the sharing feature at all.,
5-Jan-24,Rated 2 stars out of five stars,I used to be able to take a picture and draw lines on the picture using the markup editor tool. I'd use this for marking off item on my grocery list and it worked good even when the phone went into sleep mode. Recently I believe you made changes with an update and the markup feature now doesn't work the same. When I'm using it and the phone goes into sleep mode the app loses the edits and/or has problems and makes the function non useable.,
5-Jan-24,Rated 1 stars out of five stars,"Ungodly persistent with the cloud backup notifications. If you click no, it opens the backup anyway. You have to exit out of the window to not use it. There is no such thing as the cloud. It's someone else computer. Fools old people into thinking this is a good way to share photos, JUST TEXT THE DAMN PICTURES! Navigation constantly changes, prefers the recent tab instead of the library. Literally any gallery app is better than this.",
5-Jan-24,Rated 1 stars out of five stars,"girlfriend accidentally used the free up space ""feature"", which resulted in thousands of lost pictures and videos. the only way to restore them is to search for them in google's terrible, broken search engine and download them one at a time. an hour into this process, it won't let me download any more and i've barely scratched the surface of what was lost.",
5-Jan-24,Rated 1 stars out of five stars,"I recently upgraded my storage to 1TB and it completely wrecked everything I was used to with google photos. I used it to backup pictures of important things like family in the DCIM folder. Now it automatically backs up everything including screenshots and downloads. Deleting them from the cloud storage also deletes them off the phone. I made the mistake of ""freeing up space"" and lost thousands of pictures off my phone but not all of them ended up in the cloud. It's absolutely maddening.",
5-Jan-24,Rated 3 stars out of five stars,"Okay so, my 2 star rating stays the same, but the issue now is: what ever happened to being able to CHOOSE what photos delete off of my device that are ""safely backed up""? I am an artist, and I would prefer if some photos don't get deleted in this process. This should also be reversible if done accidentally at least, or something. I love this app, but that is very inconvenient when I have specific reference photos that I keep on my screen. I also get errors after saving edited photos....:(",
5-Jan-24,Rated 3 stars out of five stars,"The updating/syncing of photos is good, however, the way of moving photos within the app is very bad. You can create albums but the search in these is very bad, the way it shows is very bad, the search is just as bad. If you move a photo from the -photos- tab, it will continue to be displayed even if you have already moved it",
5-Jan-24,Rated 5 stars out of five stars,"You know what's the reason for what I don't update the Photos app. The reason is that in the older version I have, the features are very much interesting than in the latest version. I can find the location of the place I took my photos. I can also search my photos. It also makes movies and collages for me and sends me and gives me choice so that I can save them or ignore them. I also have an assistant in that app and still after all of that, it's size is ¼ of this updated version. Remove update.",
5-Jan-24,Rated 2 stars out of five stars,"- “The best photo product on Earth�?�?The Verge - “Google Photos is your new essential picture app�?�?Wired The official Google Photos app is made for the way you take photos today and includes essential features like shared albums, automatic creations an",
5-Jan-24,Rated 2 stars out of five stars,"I like that if I delete from Google photos, it deletes on my device as well. HOWEVER, I DO NOT like how there is no option to turn that off w/o losing the backup feature. Sometimes, I want to keep a picture on my phone but delete it from Google photos. I consider Google Photos my Cloud. Update 3/2- Minus 2 stars because it seems you have to pay for most Google photos editing features now. My phone's Gallery has a better editor now.",
5-Jan-24,Rated 2 stars out of five stars,"Old and annoying bug, please fix: when you edit or delete a photo in full screen mode and swipe to prev/next photo, app freezes sometimes until you tap back button. No option to flip/mirror an image vertically and horizontally. No option to resize an image. Slow navigation, rotation is slow (takes about 0.3-0.4 seconds between rotations to register a new tap).",
5-Jan-24,Rated 1 stars out of five stars,"Since the install of the March update, casting videos is not working properly in the Photos app, and across the entire platform. I have a Pixel 7 pro and am running the most current update for Android 14. Only audio comes through when casting, but the screen stays blank. Again, casting doesn't work since the March update.",
5-Jan-24,Rated 4 stars out of five stars,"Great features, fluid UX, and tons of editing aspects make this one of the most well rounded photo gallery apps on the planet. Add in a Google one subscription and you've got access to even more features. Really good job Google 👍 My only gripe is with the video features, most people may not upload movies but I use my Google photos gallery to hold my digital library of films. I'd love the option to add closed captions or change the language as long as the file is present. Great app otherwise.",
5-Jan-24,Rated 1 stars out of five stars,"Utterly terrible, as is usual for a Google app. Terrible layout, terrible interface, appalling lack of customisation, no sorting options, albums not easily accessible, separate and unrelated albums merged together, tile sizes not adjustable, button navigation unintuitive, constantly pushing subscriptions to this and that feature. An absolutely awful app that fails miserably at its most basic mission.",
5-Jan-24,Rated 3 stars out of five stars,"I like being able to use this app to view all my photos across my device, and selectively backup my photos and share photos to friends, family, and the public. I don't like how the app keeps asking me if I want to backup all my photos from my device. When I say I don't want to (because I only want to backup my decent camera photos, not everything else), the app pulls me away from the main page to ask if I want to backup select photos �?something that I'm already doing. -2 stars for this.",
5-Jan-24,Rated 5 stars out of five stars,"Truly an amazing app. I've been enjoying different features on it since I got to know about it. The most interesting part is that the app is free, yet, with great features. It also enables one to maintain privacy, keeps memory and saves space on your phone. Even if you lose access to your devices, the backup feature got you covered.",
5-Jan-24,Rated 3 stars out of five stars,"Good tools and edit options (as an amateur!) but misses 2 key features for me: (1) ability to select which albums are backed up (rather than all or none) and (2) action options by album, e.g. delete all photos in album from device, download all photos in an album to device - currently these have to be done one at a time, such a waste of time.",
5-Jan-24,Rated 2 stars out of five stars,"So, i use this app the most when looking at my photos and downloaded stuff. But I'm very frustrated because I went and did the 'free up storage' thing for the Google cloud, but it deleted stuff of my phone completely without review. No where on the pop-up screen did it say things would be straight up gone. My entire gallery is gone on my phone with like less than 10 pictures remaining. I'm still gonna use this app, but if I'm cleaning it up, I'm doing it manually.",
5-Jan-24,Rated 1 stars out of five stars,"I bought the Pixel 8 pro for features like video boost. I'm extremely disappointed to find that a 2 minute video takes several HOURS to upload, a couple more hours to become available and after all of that waiting, I can't share these enhanced videos. What an utterly pointless feature and waste of time.",
5-Jan-24,Rated 3 stars out of five stars,This app is OK but could be so much better. Feature requests: - RAW photo editing a la Lightroom for when I upload photos from my mirrorless camera (or DSLR for some people) to my phone over Wi-Fi - Combining photos into a collage - Finer control of image adjustments - More sophisticated text controls like fill and stroke (making memes?),
5-Jan-24,Rated 3 stars out of five stars,"I want the geniuses at Google to know that this app is the greatest thing since sliced bread. It's the perfect way to back up my life memories, and the ""suggest to archive"" feature is good at figuring out which photos might be unwanted. I wish there was an option to delete duplicates or similars, though. How is there no way to mirror a photo?!",
5-Jan-24,Rated 5 stars out of five stars,Best described this application is a safe way to use photos and store on your typical device or computer with a free 15gb of storage for your personal use and if you need more you have options to buy this at the convenience of your own budget. There are great systems in this world and it's always great to take a picture and not to worry about the things depleting your character so I think the Google photos application has great potential for its user interface with all of its own tools.,
5-Jan-24,Rated 5 stars out of five stars,"i loved having my photos saved with unlimited storage!! However, since that's changed, I still like having storage, but I wish it was still the same. My favorite feature is being able to group faces and search for pics with certain people, places, or things.",
5-Jan-24,Rated 2 stars out of five stars,"Used to have an option to delete/remove Duplicate photos - now that option isn't there and have to scroll to delete duplicates, takes so long. Please bring this option back so we can free up space easier and not be bullied into buying storage for our phones that are made to run with this option at no choice. 18/1/24: Screenshot or downloaded pics that are cropped do not upload or share as a visible picture. They used to, but know they just upload as a Icon with screen shot listed as the source.",
5-Jan-24,Rated 1 stars out of five stars,"After latest update, nearly all my custom folders,along with the photos within them, have just disappeared. Gone. They are not anywhere on my phone. This is not acceptable. It seems there is nothing that can be done to get them back. Hard lesson to learn. But now I have an excuse to move to the iPhone. Thanks Google. 1 star.",
5-Jan-24,Rated 3 stars out of five stars,"Update: the ""for you"" section has been removed. So nothing was fixed. Just removed. I would rate this app much higher. But the frustration I have with editing movies created in the ""for you"" section. When editing these movies the app crashes, either while editing or when trying to save. Repeating the edit changes until it finally works can take several tries. This issue is horrible. Wish this issue could be fixed. New: I uploaded lots of old photos from my digital camera. Need mass/batch rotate",
5-Jan-24,Rated 1 stars out of five stars,"Over FOUR MONTHS since the ""stacks"" feature got a ""wide rollout"" and it's still not enabled on my Pixel 7. Edit: the reply doesn't really help, backup is enabled and has been for years. The stacks option doesn't exist in preferences under v6.75, because google likes to advertise features then roll them out randomly over months and years.",
" 2024""",Rated 1 stars out of five stars,"Practically useless for users, great for giving Google data points to train its facial recognition algo. You know what would make this a 5 star app? Disable every feature other than the ability to browse, organize and open images. That's all this app ever should have been. Really regretting getting a Pixel, my old Samsung was a better phone and it came with better apps.",
5-Jan-24,Rated 1 stars out of five stars,"I hate this app. I would much rather have normal gallery back. Photo layout options are by date and...date. Can't find how to sort into albums such as ""camera roll"" ""screen shots"" ""downloads""... All my photos are just grouped together. Trash 🗑�?
January 5",
5-Jan-24,Rated 5 stars out of five stars,I am proud to say that Google photos is one of the only apps that has continued to rise its standard. The new features by simply tapping the create button you can make all your friends and family think that you're as professional as me a professional photographer videographer. So if you are a professional like me enlightens your workload. I will repeat that it will lighten your workload as well as make presentations even quicker because of the fact that you have everything at your fingertips.,
5-Jan-24,Rated 2 stars out of five stars,Promises so much but delivers very little. Photos on Chromecast don't so all info on ambient mode (yes i make sure all the location and date data has transferred to photos) spoke to a patronising person on the chat function about this.... Its something Google did in a November update not something I did. Just tried the new highlight function that's been touted as a new feature in android.... Doesn't work. Just sends you back to the utility screen. Why can you just sort it. Transfer to apple,
5-Jan-24,Rated 1 stars out of five stars,"Annoying overlay every time you open the app to upgrade to the newest version of the app. Updates aren't small, but are frequent and have no noticeable improvements on the end user side. Can't remove location from a photo (your help page instructions do not work) tagged by camera. Can't do things like delete all photos in an album, or rotate multiple photos (rotating even 1 reuqires a ton of clicks)",
5-Jan-24,Rated 2 stars out of five stars,"Photos has a button to free up space. Really should revamp this awful button. If you don't know, freeing up button literally takes every photo off and out of any folder. Also, I am unable to find photos by face recognition. I have a pixel 6a phone, Google should know about this phone, ha. Anyway, I can not get this feature to work on my phone. Please explain what I need to do",
5-Jan-24,Rated 5 stars out of five stars,"Easy to use, lots of features. Store images digitally in Google System. Great back up, even if you do store images on a jump drive, accidents, natural disasters do happen. Fires, floods, etc. I am able to retrieve when need and not store on my devices memory. I can send to print shop whatever I want or print myself on my equipment.",
5-Jan-24,Rated 3 stars out of five stars,"Just updated, honestly I think photos are updated far too often. My biggest issue with Google photos is that I can't share my favorite pictures directly to my Facebook page. I have to send them to my Gallery first to download the photos and then I can upload them to share. Seriously I only use this app to save my photos and organize them when I have the time. Takes up a lot of space for what it allows users to use it for.",
5-Jan-24,Rated 4 stars out of five stars,"Google Photos is a commendable app, offering seamless photo management and storage. Its user-friendly interface and automatic backup make it a reliable choice. However, enhancing privacy features would be beneficial. The ability to move entire albums to the locked folder, rather than individual images, would significantly improve organization and user control over sensitive content.",
5-Jan-24,Rated 1 stars out of five stars,"Backup settings ignored and pics uploaded without permission. Pics then analyzed and used. Forcing deletion only moves pics inti bin and if that is deleted to the pics remain within the cloud. Poor security and lack of data privacy fundamentals. While the app is free it only consists of basic features and cumbersome UX despite regular ""storage"" updates. Now I know what the intensions are. Pixel phone offer quality and genuine android features? Apparently not. Never again.",
5-Jan-24,Rated 5 stars out of five stars,"Google Photos is a revolutionary app designed to simplify and enhance the way you store, organize, and share your precious memories. With its easy-to-use interface, powerful features, and seamless integration with other Google services, Google Photos is the perfect solution for managing your photo collection. The app leverages the power of AI to automatically organize your photos and videos, making it easier than ever to find the moments that matter most to you. Its intelligent search feature",
5-Jan-24,Rated 4 stars out of five stars,"Just love this app, how this app goes to full screen during screen cast if photo is captured horizontally while system cast cannot do so. But still it just slides videos along with photos, make sure that full video is played and then again photos can he slideshowed. And we cannot zoom in and out during screen cast, please go through it.",
5-Jan-24,Rated 1 stars out of five stars,"Poor interface, and lack of options to configure it in settings. ""Stacks"" and ""faces""... I have folders but this app doesn't care, it has it's own dysfunctional system. Seems to be more interesting in getting you to use their cloud than making their app functional",
5-Jan-24,Rated 3 stars out of five stars,"I only use Google Photos for backing up photos to the cloud. Paying for Google drive. However despite leaving phone on charge and with WiFi on, it still only backuped a few photos and stopped. I think it may be screen lock or other issue causing it to stop. I am sure how to fix. I have to keep going back to google photos to get it to re-start the process.",
5-Jan-24,Rated 2 stars out of five stars,"I have a google pixel, so I'm practically forced to use this app but I don't mind using it. The layout has a nice use to it. But this app is not at all consistent. Hence why I'm using another gallery app from google that acts much better. It becomes frustrating whenever I delete an photo from google photos it gets off my device, but when I delete a photo from my gallery that's more prone to not being removed from both platforms and only one. It's not consistent, especially when coming back.",
5-Jan-24,Rated 1 stars out of five stars,No control over what is backed up There is no option to select only certain folders. Google keeps sucking up every stupid screenshot and whatsup meme. It's become useless. It also keeps turning on original size for uploading instead of reduced size. I'm currently paying for extra storage. I will be taking my files offline and cancelling as this service is not working.,
5-Jan-24,Rated 1 stars out of five stars,"Doesn't make it clear that when you remove images, you also remove them from your phone. I wanted to clear some space on my drive account and didn't use ""remove from device"" button but it removed everything from my device regardless. Better stick to old fashion backup, it's safer and don't need to rely on dumb apps and risk to lose it.",
5-Jan-24,Rated 1 stars out of five stars,"Your most recent update has got to go, it's messing up really bad and I can't meme right and that's unacceptable! When I try to make a meme I can't because the words will not stay were I put them there's a line all the way around the words that wasn't there before and even if I manage to get the words on the picture right that line will not disappear, another update another failure, Thanks for nothing, fix it and I'll change my REVIEW!",
5-Jan-24,Rated 5 stars out of five stars,The intelligence on this still in embryonic stages although with around this is brilliant beginnings very well put together there's a little bit of Overkill and a bit of parenting that some of these programs need to maybe live a little different life and stop being so worried about having things perfect and everything is answered in the real world people just want to single button not the reason why but again good job,
5-Jan-24,Rated 1 stars out of five stars,"A google backup feature that I don't use is pestering me to pay for storage that I don't need and seemingly can't be dismissed. Takes up the top half of the screen when I'm at the top of the gallery and has an annoying bar at the bottom of each picture I'm looking at, telling me I need to pay money.",
5-Jan-24,Rated 4 stars out of five stars,"I have turned on the camera folder in the backup folders in Google Photos, but the screenshots taken in Google Photos are also shown in the camera folder only, meaning the screenshots are shown in the camera folder only and get backed up, whereas I don't want to backup them. So whatever screenshot I take in my device, it should be visible separately not in camera folder, it should have a separate folder and have an option to turn on or off the backup of separately screenshots.",
5-Jan-24,Rated 2 stars out of five stars,"Please fix it that only folders we select are backed up. For example, I only want pictures I take with my camera backed up from the Camera Folder. But photos backs up screen shots I don't want backed up. If I delete the images from Google Photos, it is deleted from my device, another annoying BUG.",
5-Jan-24,Rated 1 stars out of five stars,I like the old version. This has a hard time on editing videos. Even I click edit and it took 5 minutes to show up the tools then I save copy and it didn't save anything. Waited for 30 minutes for 2 mins video to stabilize and nothing saved.,
